listingId,item_name,restaurant,food_category,item_description
3405,Teriyaki Chicken; Kid's Meal,Panda Express,Entrees,Teriyaki Chicken; Kid's Meal; Chicken
3406,Mushroom Chicken; Kid's Meal,Panda Express,Entrees,Mushroom Chicken; Kid's Meal; Chicken; Choice in Build Your Own
3407,Grilled Asian Chicken,Panda Express,Entrees,Grilled Asian Chicken; Chicken; Wok Smart
3408,Orange Chicken; Kids,Panda Express,Entrees,Orange Chicken; Chicken; Kids Meal; Spicy; Kids Menu
3409,Potato Chicken; Kids,Panda Express,Entrees,Potato Chicken; Kids; Chicken; Kids Meal; Regional Entrees; Limited Time Offer; Kids Menu
3410,Asian Chicken; Kid's Meal,Panda Express,Entrees,Asian Chicken; Kid's Meal; Chicken
3411,Broccoli Beef; Kid's Meal,Panda Express,Entrees,Broccoli Beef; Kid's Meal; Beef; Choice in Build Your Own
3412,Teriyaki Chicken,Panda Express,Entrees,Teriyaki Chicken; Chicken
3413,Chow Mein; Kid's Meal,Panda Express,Entrees,Chow Mein; Kid's Meal; Sides; Choice in Build Your Own
3414,Asian Chicken,Panda Express,Entrees,Asian Chicken; Chicken
3415,Golden Treasure Shrimp,Panda Express,Entrees,Golden Treasure Shrimp; Seafood; Regional Entrees; Limited Time Only
3417,Steamed Ginger Fish Wok Smart ™| 300 Calories or Less & At Least 8g of Protein,Panda Express,Entrees,Steamed Ginger Fish Wok Smart ™| ; Seafood
3418,Golden Treasure Shrimp; Kid's Meal,Panda Express,Entrees,Golden Treasure Shrimp; Kid's Meal; Seafood
3419,Steamed Ginger Fish; Kid's Meal,Panda Express,Entrees,Steamed Ginger Fish; Kid's Meal; Seafood
3420,Chow Mein,Panda Express,Entrees,Chow Mein; Stir Fried Wheat Noodles; Onions; Celery; Cabbage; Sides; Choice in Build Your Own
3421,Super Greens Entree,Panda Express,Entrees,Super Greens Entree; Vegetables
3422,Super Greens; Entree; Kids,Panda Express,Entrees,Super Greens  w/ Broccoli; Kale; & Cabbage; EntrÃ©e; Kids
3423,Honey Sesame Chicken Breast,Panda Express,Entrees,Honey Sesame Chicken Breast; Chicken Breast
3424,Crispy Almond Chicken Breast; Kid's Meal,Panda Express,Entrees,Crispy Almond Chicken Breast; Kid's Meal; Chicken Breast
3425,Crispy Almond Chicken Breast,Panda Express,Entrees,Crispy Almond Chicken Breast; Chicken Breast
3426,Honey Sesame Chicken Breast; Kid's Meal,Panda Express,Entrees,Honey Sesame Chicken Breast; Kid's Meal; Chicken Breast
3427,Wok-seared Steak & Shrimp Wok Smart ™| 300 Calories or Less & At Least 8g of Protein,Panda Express,Entrees,Wok-seared Steak & Shrimp Wok Smart ™| ; Beef
3428,Wok-seared Steak & Shrimp; Kid's Meal Wok Smart ™| 300 Calories or Less & At Least 8g of Protein,Panda Express,Entrees,Wok-seared Steak & Shrimp; Kid's Meal Wok Smart ™| ; Beef
3429,Black Pepper Angus Steak Kids,Panda Express,Entrees,Black Pepper Angus Steak Kids; Beef
3430,Black Pepper Angus Steak Entree,Panda Express,Entrees,Black Pepper Angus Steak Entree; Beef
3431,Shanghai Angus Steak; Kid's Meal,Panda Express,Entrees,Shanghai Angus Steak; Kid's Meal; Beef; Choice in Build Your Own
3432,Firecracker Shrimp Entree,Panda Express,Entrees,Firecracker Shrimp Entree; Seafood
3433,Firecracker Shrimp Kids,Panda Express,Entrees,Firecracker Shrimp Kids; Seafood
3434,Four Cheese Souffle,Panera Bread,Entrees,Four Cheese Souffle w/ Savory Egg Mixture; Neufchatel; Cheddar; Parmeasn & Romano Cheeses; Breakfast
3435,Spinach & Artichoke Souffle,Panera Bread,Entrees,Spinach & Artichoke Souffle w/ Savory Egg Mixture; Spinach; Romano Cheese Blend; Red Peppers; Artichoke Hearts & Garlic; Breakfast
3436,Spinach & Bacon Souffle,Panera Bread,Entrees,Spinach & Bacon Souffle w/ Savory Egg Mixture; Spinach; Cheddar Cheese Blend; Applewood Smoked Bacon & Garlic; Breakfast
3437,Steel Cut Oatmeal w/ Strawberries & Pecans,Panera Bread,Entrees,Steel Cut Oatmeal w/ Strawberries & Pecans; Bakery; Breakfast
3438,Greek Yogurt w/ Mixed Berries,Panera Bread,Entrees,Greek Yogurt w/ Mixed Berries; Greek Yogurt; Honey; Maple Butter Pecan Granola; Whole Graint Oats; Strawberries; Blueberries; Parfait; Breakfast; Eat Well Your Way; Gluten Conscious; Nutrient Packed;  Plant Based; Protein Rich; Sodium Conscious
3439,Baja Bowl w/ Chicken,Panera Bread,Entrees,Baja Bowl w/ Chicken; Cilantro Lime Brown Rice; Quinoa; Chicken; Black Bean & Corn Salsa; Salsa Verde; Grape Tomatoes; Avocado; Feta & Greek Yogurt; Salads; You Pick 2; Bowls; Choice of Adding: 1/2 Salad; 1/2 Sandwich or Flatbread Sandwich
3440,Mediterranean Bowl,Panera Bread,Entrees,Mediterranean Bowl w/ Cilantro Lime Brown Rice; Quinoa; Arugula; Grape Tomatoes; Kalamata Olives; Cucumbers; Hummus; Lemon Tahini Dressing; Feta & Greek Yogurt; Salads; You Pick 2; Bowls; Plant Based
3441,Mediterranean Bowl w/ Chicken,Panera Bread,Entrees,Mediterranean Bowl w/ Chicken; Cilantro Lime Brown Rice; Quinoa; Arugula; Grape Tomatoes; Kalamata Olives; Cucumbers; Hummus; Lemon Tahini Dressing; Feta & Greek Yogurt; Salads; You Pick 2; Bowls
3442,Pepperoni Flatbread Pizza,Panera Bread,Pizza,Pepperoni Flatbread Pizza w/ Pepperoni; Mozarella; Fontina & Mozarella Cheese Blend; Tomato Bell Pepper Sauce & Flatbread; Flatbread Pizza; New & Seasonal
3443,Four Cheese Flatbread Pizza,Panera Bread,Pizza,Four Cheese Flatbread Pizza w/ Mozzarella; Parmesan; Feta; Fontina & Mozzarella Cheese Blend; Garlic Cream Sauce & Flatbread; Flatbread Pizza; New & Seasonal
3444,Chipotle Chicken & Bacon Flatbread Pizza,Panera Bread,Pizza,Chipotle Chicken & Bacon Flatbread Pizza w/ Chicken; Applewood Smoked Bacon; Grape Tomatoes; Fontina & Mozzarella Blend; Garlic Cream Sauce & Flatbread; Flatbread Pizza; New & Seasonal
3445,Margherita Flatbread Pizza,Panera Bread,Pizza,Margherita Flatbread Pizza w/ Grape Tomatoes; Mozarella; Fontina & Mozzarella Blend; Tomato Bell Pepper Sauce; Flatbread & Basil; Flatbread Pizza; New & Seasonal; Plant Based
3446,Cheese Flatbread Pizza,Panera Bread,Pizza,Cheese Flatbread Pizza w/ Fontina Mozzarella Cheese Blend; Tomato Bell Pepper Sauce & Flatbread; Flatbread Pizza; New & Seasonal; Plant Based
3447,2 Flatbread Pizza Family Feast,Panera Bread,Pizza,2 Flatbread Pizza Family Feast; Flatbread Pizza; New & Seasonal; Choice of Adding: 2 Flatbread Pizzas & 2 Whole; Salads; You Pick 2
3448,3 Flatbread Pizza Family Feast,Panera Bread,Pizza,3 Flatbread Pizza Family Feast; Flatbread Pizza; New & Seasonal; Choice of Adding: 3 Flatbread Pizzas & 2 Whole; Salads; You Pick 2
3449,Add & Save Flatbread Pizza,Panera Bread,Pizza,Flatbread Pizza Meal; Flatbread Pizzas; New & Seasonal; Choice of Adding: 1 Flatbread Pizza & ½ Entrée
3450,Family Feast w/ Cookies,Panera Bread,Entrees,Family Feast w/ 4 ½ Sandwiches; 1 Salad; 1 Group Soup; 1 Whole French Baguette & 4 Chocolate Chipper Cookies; Family Feasts
3451,Family Feast,Panera Bread,Entrees,Family Feast w/ 4 ½ Sandwiches; 1 Salad; 1 Group Soup & 1 Whole French Baguette; Family Feasts
3452,Family Feast w/ Soup or Mac & Cookies,Panera Bread,Entrees,Family Feast w/ 2 ½ Sandwiches; 2 Kids Sandwiches; 1 Whole Salad; 1 Whole French Baguette & 4 Chocolate Chipper Cookies; Family Feasts; Choice of Adding: 1 Group Soup or 1 Family Mac & Cheese
3453,Family Feast w/ Soup or Mac,Panera Bread,Entrees,Family Feast w/ 2 ½ Sandwiches; 2 Kids Sandwiches; 1 Whole Salad & 1 Whole French Baguette; Family Feasts; Choice of Adding: 1 Group Soup or 1 Family Mac & Cheese
3454,Premium Family Feast,Panera Bread,Entrees,Premium Family Feast w/ 4 ½ Sandwiches; 1 Whole Salad; 1 Quart of Soup & 1 Whole French Baguette; Family Feasts
3455,Premium Family Feast w/ Cookies,Panera Bread,Entrees,Premium Family Feast w/ 4 ½ Sandwiches; 1 Whole Salad; 1 Quart of Soup; 4 Chocolate Chipper Cookies & 1 Whole French Baguette; Family Feasts
3456,Breakfast Sandwich Feast,Panera Bread,Entrees,Breakfast Sandwich Feast; Family Feasts; Choice of Adding: 4 Breakfast Sandwiches or Wraps
3457,Teriyaki Chicken & Broccoli Bowl,Panera Bread,Entrees,Teriyaki Chicken & Broccoli Bowl w/ Cilantro Lime Brown Rice; Quinoa; Chicken; Broccoli; Soy Sauce Teriyaki Glaze; Sesame Seeds & Cilantro; Salads; You Pick 2; New & Seasonal;bowls
3458,Baja Bowl,Panera Bread,Entrees,Baja Bowl w/ Cilantro Lime Brown Ricce; Quinoa; Black Bean & Corn Salsa; Salsa Verde; Grape Tomatoes; Avocado; Feta & Greek Yogurt; Salads; You Pick 2; Bowls; Plant Based
3459,Mac & Cheese,Panera Bread,Entrees,Mac & Cheese w/ Shell Pasta & Aged White Cheddar Cheese Sauce; Soups & Mac; You Pick 2; Plant Based
3460,Broccoli Cheddar Mac & Cheese,Panera Bread,Entrees,Broccoli Cheddar Mac & Cheese w/ Shell Pasta; Creamy Cheese Sauce; White Cheddar; Broccoli & Carrots; Soups & Mac; You Pick 2; Plant Based
3461,Mac & Cheese; Group,Panera Bread,Entrees,Mac & Cheese w/ Shell Pasta & Aged White Cheddar Cheese Sauce; Group; Soups & Mac; You Pick 2
3462,Broccoli Cheddar Mac & Cheese; Group,Panera Bread,Entrees,Broccoli Cheddar Mac & Cheese w/ Shell Pasta; Creamy Cheese Sauce; White Cheddar; Broccoli & Carrots; Group; Soups & Mac; You Pick 2
3463,Signature Mac & Cheese Kids Meal,Panera Bread,Entrees,Signature Mac & Cheese Kids Meal w/ Shell Pasta & Aged White Cheddar Cheese Sauce; Kids
3465,Broccoli Cheddar Mac & Cheese; Kids,Panera Bread,Entrees,Broccoli Cheddar Mac & Cheese; Kids w/ Shell Pasta; Creamy Cheese Sauce; White Cheddar; Broccoli & Carrots; Kids
3466,Cheese Pizza on Original Crust; Small; 1 Slice,Papa John's,Pizza,Cheese Pizza on Original Crust w/ Mozzarella Cheese & Signature Pizza Sauce; Small; 1 Slice; Specialty Pizzas; Papas Picks; Pizza
3467,Pepperoni Pizza on Original Crust; Small; 1 Slice,Papa John's,Pizza,Pepperoni Pizza on Original Crust w/ Signature Pizza Sauce; Mozzarella Cheese & Premium Pepperoni; Choice of Sauce: BBQ; Ranch; Light; Extra; None; Choice of Cheese: Light; Extra; None; Parmesan Romano; Choice of Topping: Anchovies; Meatball; Beef; Extra Pepperoni; Grilled Chicken; Sausage; Bacon; Canadian Bacon; Salami; Spicy Italian Sausage; Onions; Roma Tomatoes; Fresh Spinach; Black Olives; Jalapeno Peppers; Mushrooms; Banana Peppers; Green Peppers; Green Olives; Pineapple; Small; 1 Slice; Specialty Pizzas; Papas Picks; Pizza,,,,,,,,,,,,,,,,,, Sausage, Bacon, Canadian Bacon, Salami, Spicy Italian Sausage, Onions, Roma Tomatoes, Fresh Spinach, Black Olives, Jalapeno Peppers, Mushrooms, Banana Peppers, Green Peppers, Green Olives, Pineapple, Small, 1 Slice, Specialty Pizzas, Papas Picks, Pizza,,,,,,,,,,,,,,,,,,,,,,,,
3468,Tuscan Six Cheese Pizza on Original Crust; Small; 1 Slice,Papa John's,Pizza,Tuscan Six Cheese Pizza on Original Crust w/ Signature Pizza Sauce; Parmesan; Romano; Asiago; Fontina; Provolone & Mozzarella; Italian Herb Seasonings; Choice of Sauce: BBQ; Ranch; Buffalo; Alfredo; Light Sauce; Extra Sauce; Choice of Cheese: Extra Cheese; Light Cheese; Extra 3 Cheese Blend; Extra Parmesan Romano; Choice of Topping: Bacon; Sausage; Canadian Bacon; Salami; Grilled Chicken; Anchovies; Meatball; Spicy Italian Sausage; Pepperoni; Beef; Black Olives; Onions; Jalapeno Peppers; Jalapeno Peppers; Roma Tomatoes; Fresh Spinach; Mushrooms; Banana Peppers; Green Peppers; Green Olives; Pineapple; Small; 1 Slice; Specialty Pizzas; Papas Meatless Specialties; Pizza,,,,,,,,,,,,,,,,,, Extra Parmesan Romano, Choice of Topping: Bacon, Sausage, Canadian Bacon, Salami, Grilled Chicken, Anchovies, Meatball, Spicy Italian Sausage, Pepperoni, Beef, Black Olives, Onions, Jalapeno Peppers, Jalapeno Peppers, Roma Tomatoes, Fresh Spinach, Mushrooms, Banana Peppers, Green Peppers, Green Olives, Pineapple, Small, 1 Slice, Specialty Pizzas, Papas Meatless Specialties, Pizza,,,,,,,,,,,,,,,,,
3469,Sausage Pizza on Original Crust; Small; 1 Slice,Papa John's,Pizza,Sausage Pizza on Original Crust w/ Signature Pizza Sauce; Sausage & Mozzarella Cheese; Choice of Sauce: BBQ; Ranch; Light; Extra; None; Choice of Cheese: Light; Extra; None; 3 Cheese Blend; Parmesan Romano; Choice of Topping: Anchovies; Meatball; Beef; Pepperoni; Grilled Chicken; Extra Sausage; Bacon; Canadian Bacon; Salami; Spicy Italian Sausage; Onions; Roma Tomatoes; Fresh Spinach; Black Olives; Jalapeno Peppers; Mushrooms; Banana Peppers; Green Peppers; Green Olives; Pineapple; Small; 1 Slice; Specialty Pizzas; Papas Picks; Pizza,,,,,,,,,,,,,,,,,, Grilled Chicken, Extra Sausage, Bacon, Canadian Bacon, Salami, Spicy Italian Sausage, Onions, Roma Tomatoes, Fresh Spinach, Black Olives, Jalapeno Peppers, Mushrooms, Banana Peppers, Green Peppers, Green Olives, Pineapple, Small, 1 Slice, Specialty Pizzas, Papas Picks, Pizza,,,,,,,,,,,,,,,,,,,,,,,
3470,Cheese Pizza on Original Crust; Medium; 1 Slice,Papa John's,Pizza,Cheese Pizza on Original Crust w/ Mozzarella Cheese & Signature Pizza Sauce; Medium; 1 Slice; Specialty Pizzas; Papas Picks; Pizza
3471,Pepperoni Pizza on Original Crust; Medium; 1 Slice,Papa John's,Pizza,Pepperoni Pizza on Original Crust w/ Signature Pizza Sauce; Mozzarella Cheese & Premium Pepperoni; Choice of Sauce: BBQ; Ranch; Light; Extra; None; Choice of Cheese: Light; Extra; None; Parmesan Romano; Choice of Topping: Anchovies; Meatball; Beef; Extra Pepperoni; Grilled Chicken; Sausage; Bacon; Canadian Bacon; Salami; Spicy Italian Sausage; Onions; Roma Tomatoes; Fresh Spinach; Black Olives; Jalapeno Peppers; Mushrooms; Banana Peppers; Green Peppers; Green Olives; Pineapple; Medium; 1 Slice; Specialty Pizzas; Papas Picks; Pizza,,,,,,,,,,,,,,,,,, Sausage, Bacon, Canadian Bacon, Salami, Spicy Italian Sausage, Onions, Roma Tomatoes, Fresh Spinach, Black Olives, Jalapeno Peppers, Mushrooms, Banana Peppers, Green Peppers, Green Olives, Pineapple, Medium, 1 Slice, Specialty Pizzas, Papas Picks, Pizza,,,,,,,,,,,,,,,,,,,,,,,,
3472,Pepperoni Pizza on Thin Crust; 1 Slice,Papa John's,Pizza,Pepperoni Pizza on Thin Crust w/ Signature Pizza Sauce; Mozzarella Cheese & Premium Pepperoni; Choice of Sauce: BBQ; Ranch; Light; Extra; None; Choice of Cheese: Light; Extra; None; Parmesan Romano; Choice of Topping: Anchovies; Meatball; Beef; Extra Pepperoni; Grilled Chicken; Sausage; Bacon; Canadian Bacon; Salami; Spicy Italian Sausage; Onions; Roma Tomatoes; Fresh Spinach; Black Olives; Jalapeno Peppers; Mushrooms; Banana Peppers; Green Peppers; Green Olives; Pineapple; 1 Slice; Specialty Pizzas; Papas Picks; Pizza,,,,,,,,,,,,,,,,,, Bacon, Canadian Bacon, Salami, Spicy Italian Sausage, Onions, Roma Tomatoes, Fresh Spinach, Black Olives, Jalapeno Peppers, Mushrooms, Banana Peppers, Green Peppers, Green Olives, Pineapple, 1 Slice, Specialty Pizzas, Papas Picks, Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,
3473,Garden Fresh Pizza on Original Crust; Small; 1 Slice,Papa John's,Pizza,Garden Fresh Pizza on Original Crust w/ Original Sauce; Green Peppers; Onions; Crimini Mushrooms; Black Olives & Roma Tomatoes; Choice of BBQ; Ranch; Buffalo; Alfredo; Extra Sauce; Light Sauce; Light Cheese; 3 Cheese Blend; Extra Cheese; Parmesan Romano; Choice of Topping: Bacon; Sausage; Canadian Bacon; Salami; Grilled Chicken; Anchovies; Meatball; Spicy Italian Sausage; Pepperoni; Beef; Extra Black Olives; Extra Onions; Jalapeno Peppers; Extra Roma Tomatoes; Fresh Spinach; Extra Mushrooms; Banana Peppers; Extra Green Peppers; Green Olives; Pineapple; Small; 1 Slice; Specialty Pizzas; Papas Meatless Specialties; Pizza,,,,,,,,,,,,,,,,,, Sausage, Canadian Bacon, Salami, Grilled Chicken, Anchovies, Meatball, Spicy Italian Sausage, Pepperoni, Beef, Extra Black Olives, Extra Onions, Jalapeno Peppers, Extra Roma Tomatoes, Fresh Spinach, Extra Mushrooms, Banana Peppers, Extra Green Peppers, Green Olives, Pineapple, Small, 1 Slice, Specialty Pizzas, Papas Meatless Specialties, Pizza,,,,,,,,,,,,,,,,,,,,
3474,Tuscan Six Cheese Pizza on Original Crust; Medium; 1 Slice,Papa John's,Pizza,Tuscan Six Cheese Pizza on Original Crust w/ Signature Pizza Sauce; Parmesan; Romano; Asiago; Fontina; Provolone & Mozzarella; Italian Herb Seasonings; Choice of Sauce: BBQ; Ranch; Buffalo; Alfredo; Light Sauce; Extra Sauce; Choice of Cheese: Extra Cheese; Light Cheese; Extra 3 Cheese Blend; Extra Parmesan Romano; Choice of Topping: Bacon; Sausage; Canadian Bacon; Salami; Grilled Chicken; Anchovies; Meatball; Spicy Italian Sausage; Pepperoni; Beef; Black Olives; Onions; Jalapeno Peppers; Jalapeno Peppers; Roma Tomatoes; Fresh Spinach; Mushrooms; Banana Peppers; Green Peppers; Green Olives; Pineapple; Medium; 1 Slice; Specialty Pizzas; Papas Meatless Specialties; Pizza,,,,,,,,,,,,,,,,,, Extra Parmesan Romano, Choice of Topping: Bacon, Sausage, Canadian Bacon, Salami, Grilled Chicken, Anchovies, Meatball, Spicy Italian Sausage, Pepperoni, Beef, Black Olives, Onions, Jalapeno Peppers, Jalapeno Peppers, Roma Tomatoes, Fresh Spinach, Mushrooms, Banana Peppers, Green Peppers, Green Olives, Pineapple, Medium, 1 Slice, Specialty Pizzas, Papas Meatless Specialties, Pizza,,,,,,,,,,,,,,,,,
3475,Sausage Pizza on Original Crust; Medium; 1 Slice,Papa John's,Pizza,Sausage Pizza on Original Crust w/ Signature Pizza Sauce; Sausage & Mozzarella Cheese; Choice of Sauce: BBQ; Ranch; Light; Extra; None; Choice of Cheese: Light; Extra; None; 3 Cheese Blend; Parmesan Romano; Choice of Topping: Anchovies; Meatball; Beef; Pepperoni; Grilled Chicken; Extra Sausage; Bacon; Canadian Bacon; Salami; Spicy Italian Sausage; Onions; Roma Tomatoes; Fresh Spinach; Black Olives; Jalapeno Peppers; Mushrooms; Banana Peppers; Green Peppers; Green Olives; Pineapple; Medium; 1 Slice; Specialty Pizzas; Papas Picks; Pizza,,,,,,,,,,,,,,,,,, Grilled Chicken, Extra Sausage, Bacon, Canadian Bacon, Salami, Spicy Italian Sausage, Onions, Roma Tomatoes, Fresh Spinach, Black Olives, Jalapeno Peppers, Mushrooms, Banana Peppers, Green Peppers, Green Olives, Pineapple, Medium, 1 Slice, Specialty Pizzas, Papas Picks, Pizza,,,,,,,,,,,,,,,,,,,,,,,
3476,The Meats Pizza on Original Crust; Small; 1 Slice,Papa John's,Pizza,The Meats Pizza on Original Crust w/ Premium Pepperoni; Sausage; Beef; Bacon & Julienne Cut Canadian Bacon; Original Sauce; Choice of Sauce: Buffalo; Alfredo; Extra; Light; None; Choice of Cheese: Extra; Light; None; 3 Cheese Blend; Parmesan Romano; Choice of Toppings: Extra Sausage; Anchovies; Spicy Italian Sausage; Meatball; Extra Beef; Extra Pepperoni; Grilled CHicken; Extra Canadian Bacon; Extra Bacon; Salami; Black Olives; Pineapple; Roma Tomatoes; Fresh Spinach; Green Olives; Jalapeno Peppers; Onions; Green Peppers; Mushrooms; Banana Peppers; Small; 1 Slice; Handcrafted Specialty Pizzas; Papas Signature Specialties; Pizza,,,,,,,,,,,,,,,,,, Anchovies, Spicy Italian Sausage, Meatball, Extra Beef, Extra Pepperoni, Grilled CHicken, Extra Canadian Bacon, Extra Bacon, Salami, Black Olives, Pineapple, Roma Tomatoes, Fresh Spinach, Green Olives, Jalapeno Peppers, Onions, Green Peppers, Mushrooms, Banana Peppers, Small, 1 Slice, Handcrafted Specialty Pizzas, Papas Signature Specialties, Pizza,,,,,,,,,,,,,,,,,,,,
3477,Cheese Pizza on Thin Crust; 1 Slice,Papa John's,Pizza,Cheese Pizza on Thin Crust w/ Mozzarella Cheese & Signature Pizza Sauce; 1 Slice; Specialty Pizzas; Papas Picks; Pizza
3478,Tuscan Six Cheese Pizza on Thin Crust; 1 Slice,Papa John's,Pizza,Tuscan Six Cheese Pizza on Thin Crust w/ Signature Pizza Sauce; Parmesan; Romano; Asiago; Fontina; Provolone & Mozzarella; Italian Herb Seasonings; Choice of Sauce: BBQ; Ranch; Buffalo; Alfredo; Light Sauce; Extra Sauce; Choice of Cheese: Extra Cheese; Light Cheese; Extra 3 Cheese Blend; Extra Parmesan Romano; Choice of Topping: Bacon; Sausage; Canadian Bacon; Salami; Grilled Chicken; Anchovies; Meatball; Spicy Italian Sausage; Pepperoni; Beef; Black Olives; Onions; Jalapeno Peppers; Jalapeno Peppers; Roma Tomatoes; Fresh Spinach; Mushrooms; Banana Peppers; Green Peppers; Green Olives; Pineapple; 1 Slice; Specialty Pizzas; Papas Meatless Specialties; Pizza,,,,,,,,,,,,,,,,,, Choice of Topping: Bacon, Sausage, Canadian Bacon, Salami, Grilled Chicken, Anchovies, Meatball, Spicy Italian Sausage, Pepperoni, Beef, Black Olives, Onions, Jalapeno Peppers, Jalapeno Peppers, Roma Tomatoes, Fresh Spinach, Mushrooms, Banana Peppers, Green Peppers, Green Olives, Pineapple, 1 Slice, Specialty Pizzas, Papas Meatless Specialties, Pizza,,,,,,,,,,,,,,,,,,,
3479,Sausage Pizza; Thin Crust; 1 Slice,Papa John's,Pizza,Sausage Pizza on Thin Crust w/ Signature Pizza Sauce; Sausage & Mozzarella Cheese; Choice of Sauce: BBQ; Ranch; Light; Extra; None; Choice of Cheese: Light; Extra; None; 3 Cheese Blend; Parmesan Romano; Choice of Topping: Anchovies; Meatball; Beef; Pepperoni; Grilled Chicken; Extra Sausage; Bacon; Canadian Bacon; Salami; Spicy Italian Sausage; Onions; Roma Tomatoes; Fresh Spinach; Black Olives; Jalapeno Peppers; Mushrooms; Banana Peppers; Green Peppers; Green Olives; Pineapple; 1 Slice; Specialty Pizzas; Papas Picks; Pizza,,,,,,,,,,,,,,,,,, Grilled Chicken, Extra Sausage, Bacon, Canadian Bacon, Salami, Spicy Italian Sausage, Onions, Roma Tomatoes, Fresh Spinach, Black Olives, Jalapeno Peppers, Mushrooms, Banana Peppers, Green Peppers, Green Olives, Pineapple, 1 Slice, Specialty Pizzas, Papas Picks, Pizza,,,,,,,,,,,,,,,,,,,,,,,,
3480,The Meats Pizza on Original Crust; Medium; 1 Slice,Papa John's,Pizza,The Meats Pizza on Original Crust w/ Premium Pepperoni; Sausage; Beef; Bacon & Julienne Cut Canadian Bacon; Original Sauce; Choice of Sauce: Buffalo; Alfredo; Extra; Light; None; Choice of Cheese: Extra; Light; None; 3 Cheese Blend; Parmesan Romano; Choice of Toppings: Extra Sausage; Anchovies; Spicy Italian Sausage; Meatball; Extra Beef; Extra Pepperoni; Grilled CHicken; Extra Canadian Bacon; Extra Bacon; Salami; Black Olives; Pineapple; Roma Tomatoes; Fresh Spinach; Green Olives; Jalapeno Peppers; Onions; Green Peppers; Mushrooms; Banana Peppers; Medium; 1 Slice; Handcrafted Specialty Pizzas; Papas Signature Specialties; Pizza,,,,,,,,,,,,,,,,,, Anchovies, Spicy Italian Sausage, Meatball, Extra Beef, Extra Pepperoni, Grilled CHicken, Extra Canadian Bacon, Extra Bacon, Salami, Black Olives, Pineapple, Roma Tomatoes, Fresh Spinach, Green Olives, Jalapeno Peppers, Onions, Green Peppers, Mushrooms, Banana Peppers, Medium, 1 Slice, Handcrafted Specialty Pizzas, Papas Signature Specialties, Pizza,,,,,,,,,,,,,,,,,,,,
3481,BBQ Chicken Bacon Pizza on Original Crust; Small; 1 Slice,Papa John's,Pizza,BBQ Chicken Bacon Pizza on Original Crust w/ Zesty BBQ Sauce; Grilled All White Chicken; Bacon & Onions; Small; Choice of Sauce: Extra; Light; None; Choice of Cheese: Extra; Light; None; 3 Cheese Blend; Parmesan Romano; Choice of Topping: Extra Bacon; Sausage; Canadian Bacon; Salami; Extra Grilled Chicken; Anchovies; Meatball; Spicy Italian Sausage; Pepperoni; Beef; Black Olives; Extra Onions; Jalapeno Peppers; Roma Tomatoes; Fresh Spinach; Mushrooms; Banana Peppers; Green Peppers; Green Olives; Pineapple; 1 Slice; Handcrafted Specialty Pizzas; Papas Signature Specialties; Pizza,,,,,,,,,,,,,,,,,, Extra Grilled Chicken, Anchovies, Meatball, Spicy Italian Sausage, Pepperoni, Beef, Black Olives, Extra Onions, Jalapeno Peppers, Roma Tomatoes, Fresh Spinach, Mushrooms, Banana Peppers, Green Peppers, Green Olives, Pineapple, 1 Slice, Handcrafted Specialty Pizzas, Papas Signature Specialties, Pizza,,,,,,,,,,,,,,,,,,,,,,,,
3483,The Meats Pizza on Thin Crust; 1 Slice,Papa John's,Pizza,The Meats Pizza on Thin Crust w/ Premium Pepperoni; Sausage; Beef; Bacon & Julienne Cut Canadian Bacon; Original Sauce; Choice of Sauce: Buffalo; Alfredo; Extra; Light; None; Choice of Cheese: Extra; Light; None; 3 Cheese Blend; Parmesan Romano; Choice of Toppings: Extra Sausage; Anchovies; Spicy Italian Sausage; Meatball; Extra Beef; Extra Pepperoni; Grilled CHicken; Extra Canadian Bacon; Extra Bacon; Salami; Black Olives; Pineapple; Roma Tomatoes; Fresh Spinach; Green Olives; Jalapeno Peppers; Onions; Green Peppers; Mushrooms; Banana Peppers; 1 Slice; Handcrafted Specialty Pizzas; Papas Signature Specialties; Pizza,,,,,,,,,,,,,,,,,, Spicy Italian Sausage, Meatball, Extra Beef, Extra Pepperoni, Grilled CHicken, Extra Canadian Bacon, Extra Bacon, Salami, Black Olives, Pineapple, Roma Tomatoes, Fresh Spinach, Green Olives, Jalapeno Peppers, Onions, Green Peppers, Mushrooms, Banana Peppers, 1 Slice, Handcrafted Specialty Pizzas, Papas Signature Specialties, Pizza,,,,,,,,,,,,,,,,,,,,,,
