listingId,item_name,restaurant,food_category,item_description
1735,Kids Cheese Omelette,Friendly's,Entrees,Kids Cheese Omelette; Omelette Shell; Shredded Cheddar Jack Cheese Mix; Toasted White Bread; Whipped Butter; Choice of: Apple Juice; Milk; or Orange Juice; Choice of: Bacon or Sausage; Choice of: Breakfast Potatoes or Home Fries; Kids
1738,Kids Cheeseburger Slider,Friendly's,Burgers,Kids Cheeseburger Slider; American Cheese; Beef Slider Patty; Toasted Slider Bun; Choice of Side; Kids
1739,Kids Cheeseburger Sliders,Friendly's,Burgers,Kids Cheeseburger Sliders; American Cheese; Beef Slider Patties; French Fries; Toasted Slider Buns; Choice of Side; Kids
1740,Kids Double Slider Entr�e,Friendly's,Burgers,Kids Double Slider Entr�e; Beef Slider Patties; French Fries; Toasted Slider Buns; Choice of Side; Kids
1742,Kids Chicken Tenders & Fries; 4pc,Friendly's,Entrees,Kids Chicken Tenders & Fries; 4pc; Barbeque Sauce; French Fries; Fried Chicken Tenders; Kids
1743,Kids Chicken Tenders & Fries; 3pc,Friendly's,Entrees,Kids Chicken Tenders & Fries; 3pc; Barbeque Sauce; French Fries; Fried Chicken Tenders; Kids
1744,Kids Fish & Chips,Friendly's,Entrees,Kids Fish & Chips; French Fries; Fried Cod; Ketchup; Tartar Sauce; Kids
1746,Kids French Toast,Friendly's,Entrees,Kids French Toast; French Toast; Pancake/Waffle Syrup; Whipped Butter; Choice of Drink; Choice of Meat; Choice of Eggs; Choice of Breakfast Potatoes or Home Fries; Kids
1747,Kids Fried Dough Cheese Pizza,Friendly's,Pizza,Kids Fried Dough Cheese Pizza; Fried Pizza Dough; Shredded Caesar Blend Cheese; Shredded Cheddar Jack Cheese Mix; Spaghetti Sauce; Choice of Side; Kids
1748,Kids Mac & Cheese,Friendly's,Entrees,Kids Mac & Cheese; Kids
1749,Kids Grilled Cheese w/ Apple Slices,Friendly's,Entrees,Kids Grilled Cheese w/ Apple Slices; American Cheese; Toasted White Bread; Apple Slices; Kids
1750,Kids Mini Mozzarella Sticks Entr�e,Friendly's,Entrees,Kids Mini Mozzarella Sticks Entr�e; French Fries; Spaghetti Sauce; Choice of Side; Kids
1752,Kids Waffle,Friendly's,Entrees,Kids Waffle; Belgian Waffle; Confectioners Sugar; Pancake/Waffle Syrup; Whipped Butter; Choice of Meat; Choice of Eggs; Choice of Breakfast Potatoes or Home Fries; Kids
1753,Kids Silver Dollar Pancakes,Friendly's,Entrees,Kids Silver Dollar Pancakes; Buttermilk Pancakes; Pancake/Waffle Syrup; Whipped Butter; Choice of Drink; Choice of Meat; Choice of Breakfast Potatoes or Home Fries; Kids
1754,Kids Tie Dye Pancakes,Friendly's,Entrees,Kids Tie Dye Pancakes; Buttermilk Pancakes; Pancake/Waffle Syrup; Plain M&Ms; Whipped Cream; Kids
1755,Ultimate Grilled Cheese and Soup,Friendly's,Entrees,Ultimate Grilled Cheese and Soup; American Cheese; Cheddar Cheese; Shredded Caesar Blend Cheese; 3-Cheese Crusted Sourdough Bread; Swiss Cheese; Choice of Soup; Oyster Crackers; Classic Grilled Cheese Available Upon Request; Senior Menu
1756,Lemon Pepper Fish; Senior ,Friendly's,Entrees,Lemon Pepper Fish; Senior  w/ Grilled Tilapia; Rice Pilaf; Lemon Wedge & Vegetable Medley; Senior Menu
1757,Clamboat,Friendly's,Entrees,Clamboat; French Fries; Fried Clam Strips; Lemon Wedge; Tartar Sauce; Senior Menu
1759,Fishamajig,Friendly's,Entrees,Fishamajig; American Cheese; Fried Haddock Fillet; Tartar Sauce; Toasted White Bread; w/o French Fries; Senior Menu
1760,All American Cheeseburger,Friendly's,Burgers,All American Cheeseburger; American Cheese; Brioche Bun; Green Leaf Lettuce; Mayo; Seasoned Hamburger Patty; Tomato Slice; w/o French Fries; Senior Menu
1762,Garden Vegetable Omelet,Friendly's,Entrees,Garden Vegetable Omelet; Scrambled Eggs w/ Tomatoes; Green Peppers; Onions; Mushrooms; Shredded Monterey Jack and Cheddar Cheese; Breakfast
1764,Bacon & Swiss Turkey Burger; 1 Serving,Friendly's,Burgers,Bacon & Swiss Turkey Burger (1 Serving) w/ Bacon; Brioche Bun; Green Leaf Lettuce; Honey Mustard Dressing; Mayonnaise; Swiss Cheese; Tomato Slice; Turkey Burger Patty; Options of French Fries; Burgers
1765,Soup & Side Salad; 1 Serving,Friendly's,Entrees,Soup & Side Salad (1 Serving) w/ Croutons; Ranch Dressing; Red Onion Rings; Salad Mix; Tomatoes; Options of Oyster Crackers; Soup Choice Chicken Noodle Soup; Soup Choice Clam Chowder; Soup Choice Tomato Soup; Fresh Choices
1767,Two Egg Breakfast (1 Serving); Kids,Friendly's,Entrees,Two Egg Breakfast (1 Serving) w/ Strawberry Jam; Options of Breakfast Meat Choice Bacon; Breakfast Meat Choice Sausage; Egg Choice Egg Whites; Egg Choice Fresh Eggs Any Style; Egg Choice Scrambled Eggs; Side Choice Breakfast Potatoes; Side Choice Home Fries; Toast Choice Toasted English Muffin; Toast Choice Wheat Toast; Toast Choice White Toast; Kids Menu Items; Kids
1768,Hash & Eggs; 1 Serving,Friendly's,Entrees,Hash & Eggs (1 Serving) w/ Corned Beef Hash; Options of Egg Choice Egg Whites; Egg Choice Fresh Eggs Any Style; Egg Choice Scrambled Eggs; Breakfast Entrees
1769,Single Steakburger w/ Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,Single Steakburger w/ Cheese; Steakburgers
1770,Single Steakburger W/o Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,Single Steakburger W/o Cheese; Steakburgers
1771,Double Steakburger w/ Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,Double Steakburger w/ Cheese; Steakburgers
1772,Double Steakburger w/o Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,Double Steakburger; Steakburgers
1773,Triple Steakburger w/ Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,Triple Steakburger w/ Cheese; Steakburgers
1774,Triple Steakburger w/o Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,Triple Steakburger; 3 Steakburger Patties; Mustard; Onion; Pickles on Bun; Steakburgers
1776,California Style Steakburger Single,Freddy's Frozen Custard & Steakburgers,Burgers,California Style Steakburger Single; Steakburger Patty; Cheese; Onion Slice; Freddy's Sauce; Lettuce; Tomato on Bun; Steakburgers
1777,California Style Steakburger Single w/o Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,California Style Steakburger Single w/o Cheese; Steakburgers
1779,California Style Steakburger Single w/o Sauce,Freddy's Frozen Custard & Steakburgers,Burgers,California Style Steakburger Single w/o Sauce; Steakburgers
1780,California Style Steakburger Single w/o Cheese or Sauce,Freddy's Frozen Custard & Steakburgers,Burgers,California Style Steakburger Single w/o Cheese or Sauce; Steakburgers
1781,Double California Style Steakburger,Freddy's Frozen Custard & Steakburgers,Burgers,Double California Style Steakburger; 2 Steakburger Patties; Cheese; Onion Slice; Freddy's Sauce; Lettuce; Tomato on Bun; Steakburgers
1782,Double California Style Steakburger w/o Cheese ,Freddy's Frozen Custard & Steakburgers,Burgers,Double California Style Steakburger w/o Cheese ; Steakburgers
1783,Double California Style Steakburger w/o Sauce,Freddy's Frozen Custard & Steakburgers,Burgers,Double California Style Steakburger w/o Sauce; Steakburgers
1784,Double California Style Steakburger w/o Cheese or Sauce,Freddy's Frozen Custard & Steakburgers,Burgers,Double California Style Steakburger w/o Cheese or Sauce; Steakburgers
1785,Triple California Style,Freddy's Frozen Custard & Steakburgers,Burgers,Triple California Style; 3 Steakburger Patties; Cheese; Onion Slice; Freddy's Sauce; Lettuce; Tomato on Bun; Steakburgers
1787,Triple California Style w/o Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,Triple California Style w/o Cheese; Steakburgers
1788,Triple California Style w/o Sauce,Freddy's Frozen Custard & Steakburgers,Burgers,Triple California Style w/o Sauce; Steakburgers
1789,Triple California Style w/o Cheese or Sauce,Freddy's Frozen Custard & Steakburgers,Burgers,Triple California Style w/o Cheese or Sauce; Steakburgers
1791,Single Bacon Steakburger w/ Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,Single Bacon Steakburger w/ Cheese; Steakburgers
1792,Double Bacon Steakburger w/ Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,Double Bacon Steakburger w/ Cheese; 2 Steakburger Patties; Mustard; Onion; Pickle; Bacon on Bun; Steakburgers
1793,Triple Bacon Steakburger w/ Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,Triple Bacon Steakburger w/ Cheese; Steakburgers
1794,Single Bacon Steakburger w/o Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,Single Bacon Steakburger w/o Cheese; Steakburgers
1795,Double Bacon Steakburger w/o Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,Double Bacon Steakburger w/o Cheese; Steakburgers
1796,Triple Steakburger w/o Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,Triple Steakburger w/o Cheese; Steakburgers
1797,Single Patty Melt,Freddy's Frozen Custard & Steakburgers,Burgers,Single Patty Melt; Steakburgers
1798,Double Patty Melt,Freddy's Frozen Custard & Steakburgers,Burgers,Double Patty Melt; Steakburgers
1799,Triple Patty Melt,Freddy's Frozen Custard & Steakburgers,Burgers,Triple Patty Melt; Steakburgers
1801,Veggie Burger,Freddy's Frozen Custard & Steakburgers,Burgers,Veggie Burger; Black Bean Burger; Cheese; Slice of Onion; Freddy's Sauce; Lettuce; Tomato on Bun; Other Sandwiches
1804,Veggie Burger w/o Cheese,Freddy's Frozen Custard & Steakburgers,Burgers,Veggie Burger w/o Cheese; Other Sandwiches
1805,Veggie Burger w/o Sauce,Freddy's Frozen Custard & Steakburgers,Burgers,Veggie Burger w/o Sauce; Other Sandwiches
1806,Veggie Burger w/o Cheese or Sauce,Freddy's Frozen Custard & Steakburgers,Burgers,Veggie Burger w/o Cheese or Sauce; Other Sandwiches
1807,Chicken Tenders; Regular,Freddy's Frozen Custard & Steakburgers,Entrees,Chicken Tenders; Regular; Other Sandwiches
1809,Chicken Tenders; Large,Freddy's Frozen Custard & Steakburgers,Entrees,Chicken Tenders; Large; Other Sandwiches
1810,Single Steakburger w/ Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Single Steakburger w/ Cheese; Lettuce Wrap; Lettuce Wrapped Options
1811,Single Steakburger w/o Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Single Steakburger w/o Cheese; Lettuce Wrap; Lettuce Wrapped Options
1812,Double Steakburger w/ Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Double Steakburger w/ Cheese; Lettuce Wrap; Lettuce Wrapped Options
1814,Double Steakburger w/o Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Double Steakburger w/o Cheese; Lettuce Wrap; Lettuce Wrapped Options
1815,Triple Steakburger w/ Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Triple Steakburger w/ Cheese; Lettuce Wrap; Lettuce Wrapped Options
1816,Triple Steakburger w/o Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Triple Steakburger w/o Cheese; Lettuce Wrap; Lettuce Wrapped Options
1817,Single California Style Steakburger; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Single California Style Steakburger; Lettuce Wrap; Lettuce Wrapped Options
1819,Single California Style Steakburger w/o Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Single California Style Steakburger w/o Cheese; Lettuce Wrap; Lettuce Wrapped Options
1820,Single California Style Steakburger w/o Sauce; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Single California Style Steakburger w/o Sauce; Lettuce Wrap; Lettuce Wrapped Options
1821,Single California Style Steakburger w/o Cheese or Sauce; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Single California Style Steakburger w/o Cheese or Sauce; Lettuce Wrap; Lettuce Wrapped Options
1822,Double California Style Steakburger; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Double California Style Steakburger; Lettuce Wrap; Lettuce Wrapped Options
1824,Double California Style Steakburger w/o Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Double California Style Steakburger w/o Cheese; Lettuce Wrap; Lettuce Wrapped Options
1825,Double California Style Steakburger w/o Sauce; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Double California Style Steakburger w/o Sauce; Lettuce Wrap; Lettuce Wrapped Options
1826,Double California Style Steakburger w/o Cheese or Sauce; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Double California Style Steakburger w/o Cheese or Sauce; Lettuce Wrap; Lettuce Wrapped Options
1827,Triple California Style Steakburger; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Triple California Style Steakburger; Lettuce Wrap; Lettuce Wrapped Options
1829,Triple California Style Steakburger w/o Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Triple California Style Steakburger w/o Cheese; Lettuce Wrap; Lettuce Wrapped Options
1830,Triple California Style Steakburger w/o Sauce; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Triple California Style Steakburger w/o Sauce; Lettuce Wrap; Lettuce Wrapped Options
1831,Triple California Style Steakburger w/o Cheese or Sauce; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Triple California Style Steakburger w/o Cheese or Sauce; Lettuce Wrap; Lettuce Wrapped Options
1832,Single Bacon Steakburger w/ Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Single Bacon Steakburger w/ Cheese; Lettuce Wrap; Lettuce Wrapped Options
1833,Double Bacon Steakburger w/ Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Double Bacon Steakburger w/ Cheese; Lettuce Wrap; Lettuce Wrapped Options
1834,Triple Bacon Steakburger w/ Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Triple Bacon Steakburger w/ Cheese; Lettuce Wrap; Lettuce Wrapped Options
1835,Single Bacon Steakburger w/o Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Single Bacon Steakburger w/o Cheese; Lettuce Wrap; Lettuce Wrapped Options
1836,Double Bacon Steakburger w/o Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Double Bacon Steakburger w/o Cheese; Lettuce Wrap; Lettuce Wrapped Options
1837,Triple Bacon Steakburger w/o Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Triple Bacon Steakburger w/o Cheese; Lettuce Wrap; Lettuce Wrapped Options
1839,Single Patty Melt; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Single Patty Melt; Lettuce Wrap; Lettuce Wrapped Options
1840,Double Patty Melt; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Double Patty Melt; Lettuce Wrap; Lettuce Wrapped Options
1841,Triple Patty Melt; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Triple Patty Melt; Lettuce Wrap; Lettuce Wrapped Options
1842,Veggie Burger; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Veggie Burger; Lettuce Wrap; Lettuce Wrapped Options
1843,Veggie Burger w/o Cheese; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Veggie Burger w/o Cheese; Lettuce Wrap; Lettuce Wrapped Options
1844,Veggie Burger w/o Sauce; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Veggie Burger w/o Sauce; Lettuce Wrap; Lettuce Wrapped Options
1845,Veggie Burger w/o Cheese or Sauce; Lettuce Wrap,Freddy's Frozen Custard & Steakburgers,Burgers,Veggie Burger w/o Cheese or Sauce; Lettuce Wrap; Lettuce Wrapped Options
1846,Steakburger w/o Cheese; Kids,Freddy's Frozen Custard & Steakburgers,Burgers,Steakburger w/o Cheese; Kids; Steakburger Patty; Ketchup; Pickle on Bun; Choice of Fries; Applesauce or Baked Lays; Kids Meal Entrees
1847,Steakburger w/ Cheese; Kids,Freddy's Frozen Custard & Steakburgers,Burgers,Steakburger w/ Cheese; Kids; Kids Meal Entrees
1848,Grilled Cheese; Kids,Freddy's Frozen Custard & Steakburgers,Entrees,Grilled Cheese; Kids; Swiss; American Cheese on White Bread; Choice of Fries; Applesauce or Baked Lays; Kids Meal Entrees
1849,Chicken Tenders; Kids,Freddy's Frozen Custard & Steakburgers,Entrees,Chicken Tenders; Kids; 2 Tenders w/ Choice of BBQ; Ranch or Honey Mustard; Choice of Fries; Applesauce or Baked Lays; Kids Meal Entrees
1850,Single Jalapeno Pepper Jack Steakburger,Freddy's Frozen Custard & Steakburgers,Burgers,Single Jalapeno Pepper Jack Steakburger; Steakburgers
1851,Double Jalapeno Pepper Jack Steakburger,Freddy's Frozen Custard & Steakburgers,Burgers,Double Jalapeno Pepper Jack Steakburger; Steakburgers
1852,Triple Jalapeno Pepper Jack Steakburger,Freddy's Frozen Custard & Steakburgers,Burgers,Triple Jalapeno Pepper Jack Steakburger; Steakburgers
1853,Patty Melt,Golden Corral,Burgers,Patty Melt; Beef
1854,Mongolian Beef,Golden Corral,Entrees,Mongolian Beef; Beef
1855,Rotisserie Chicken,Golden Corral,Entrees,Rotisserie Chicken; Chicken & Turkey
1856,Salmon Lemonata,Golden Corral,Entrees,Salmon Lemonata; Fish & Seafood
1857,Carved Salmon,Golden Corral,Entrees,Carved Salmon; Fish & Seafood
1858,Buffalo Shrimp,Golden Corral,Entrees,Buffalo Shrimp; Fish & Seafood
1859,Smoked Cajun Sausage,Golden Corral,Entrees,Smoked Cajun Sausage; Pork
1860,Cheese Enchiladas,Golden Corral,Entrees,Cheese Enchiladas; Sides
1861,Chicken Parmesan,Golden Corral,Entrees,Chicken Parmesan; Chicken & Turkey
1862,Chicken Pot Pie,Golden Corral,Entrees,Chicken Pot Pie; Chicken & Turkey
1863,Orange Chicken,Golden Corral,Entrees,Orange Chicken; Chicken & Turkey
1864,Tamales,Golden Corral,Entrees,Tamales; Beef
1865,Teriyaki Beef,Golden Corral,Entrees,Teriyaki Beef; Beef
1866,Carved Turkey; Dark Meat,Golden Corral,Entrees,Carved Turkey; Dark Meat; Chicken & Turkey
1867,Carved Turkey; White Meat,Golden Corral,Entrees,Carved Turkey; White Meat; Chicken & Turkey
1869,Blueberry Pancakes,Golden Corral,Entrees,Blueberry Pancakes; Breakfast
1870,Cheese Grits,Golden Corral,Entrees,Cheese Grits; Breakfast
1871,Chocolate Chip Pancakes,Golden Corral,Entrees,Chocolate Chip Pancakes; Breakfast
1872,Banana Nut French Toast,Golden Corral,Entrees,Banana Nut French Toast; Breakfast
1873,French Toast,Golden Corral,Entrees,French Toast; Breakfast
1874,Grits,Golden Corral,Entrees,Grits; Breakfast
1875,Mini Bacon & Cheese Quiche,Golden Corral,Entrees,Mini Bacon & Cheese Quiche; Breakfast
1876,Pancakes,Golden Corral,Entrees,Pancakes; Breakfast
1877,Spinach Quiche,Golden Corral,Entrees,Spinach Quiche; Breakfast
1878,Waffles,Golden Corral,Entrees,Waffles; Breakfast
1879,Spicy Pagoda Chicken,Golden Corral,Entrees,Spicy Pagoda Chicken; Chicken & Turkey
1880,Baby Back Pork Ribs,Golden Corral,Entrees,Baby Back Pork Ribs; Pork
1881,Hand-Breaded Chicken Tenders,Golden Corral,Entrees,Hand-Breaded Chicken Tenders; Fried; Chicken & Turkey
1882,Chicken Quesadilla,Golden Corral,Entrees,Chicken Quesadillas; Chicken & Turkey
1883,Clam Strips,Golden Corral,Entrees,Clam Strips; Fish & Seafood
1884,Golden Delicious Shrimp,Golden Corral,Entrees,Golden Delicious Shrimp; Fish & Seafood
1885,Honey Sesame Chicken,Golden Corral,Entrees,Honey Sesame Chicken; Chicken & Turkey
1886,Italian Sausage,Golden Corral,Entrees,Italian Sausage; Pork
1887,Lo Mein,Golden Corral,Entrees,Lo Mein; Sides
1888,Chicken Strips,Golden Corral,Entrees,Chicken Strips; Chicken & Turkey
1889,Smothered Chopped Steak,Golden Corral,Entrees,Smothered Chopped Steak; Beef
1890,Southern Style Pork Chops,Golden Corral,Entrees,Southern Style Pork Chops; Pork
1891,Baked Spaghetti,Golden Corral,Entrees,Baked Spaghetti; Sides
1892,Spaghetti Noodles,Golden Corral,Entrees,Spaghetti Noodles; Sides
1893,Shrimp Topped Baked Fish w/ Lemon Herb Butter Sauce,Golden Corral,Entrees,Shrimp Topped Baked Fish w/ Lemon Herb Butter Sauce; Fish & Seafood
1894,Baked Florentine Fish,Golden Corral,Entrees,Baked Florentine Fish; Fish & Seafood
1895,Beef Enchiladas,Golden Corral,Entrees,Beef Enchiladas; Beef
1896,Beef Quesadilla,Golden Corral,Entrees,Beef Quesadilla; Beef
1897,Bone-In Catfish,Golden Corral,Entrees,Bone-In Catfish; Fish & Seafood
1898,Boneless BBQ Pork Ribs,Golden Corral,Entrees,Boneless BBQ Pork Ribs; Pork
1899,Bourbon Street Chicken,Golden Corral,Entrees,Bourbon Street Chicken; Chicken & Turkey
1900,Catfish Fillet,Golden Corral,Entrees,Catfish Fillets; Fish & Seafood
1901,Machaca Beef,Golden Corral,Entrees,Machaca Beef; Beef
1902,Chicken Machaca,Golden Corral,Entrees,Chicken Machaca; Chicken & Turkey
1903,Mandarin Orange Pork,Golden Corral,Entrees,Mandarin Orange Pork; Pork
1904,Penne Pasta,Golden Corral,Entrees,Penne Pasta; Sides
1905,Popcorn Shrimp,Golden Corral,Entrees,Popcorn Shrimp; Fish & Seafood
1906,Sweet & Sour Chicken,Golden Corral,Entrees,Sweet & Sour Chicken; Chicken & Turkey
1907,Sweet & Sour Pork,Golden Corral,Entrees,Sweet & Sour Pork; Pork
1908,Cheese Pizza,Golden Corral,Pizza,Cheese Pizza; Bread
1909,Pepperoni Pizza,Golden Corral,Pizza,Pepperoni Pizza; Bread
1910,Breakfast Pizza,Golden Corral,Pizza,Breakfast Pizza; Breakfast
1911,Sausage Pizza,Golden Corral,Pizza,Sausage Pizza; Bread
1912,Broccoli & Rice Casserole,Golden Corral,Entrees,Broccoli & Rice Casserole; Sides
1913,Macaroni Salad,Golden Corral,Entrees,Macaroni Salad; Salads
1914,Corned Beef Hash,Golden Corral,Entrees,Corned Beef Hash; Breakfast
1915,Mini Spinach Quiche,Golden Corral,Entrees,Mini Spinach Quiche; Breakfast
1916,Green Bean Casserole,Golden Corral,Entrees,Green Bean Casserole; Sides
1917,Bacon Quiche,Golden Corral,Entrees,Bacon Quiche; Breakfast
1918,Smokey Cheese Potato Bake,Golden Corral,Entrees,Smokey Cheese Potato Bake; Sides
1919,Sweet Potato Casserole,Golden Corral,Entrees,Sweet Potato Casserole; Sides
1920,Stuffed Peppers,Golden Corral,Entrees,Stuffed Peppers; Sides
1921,Sirloin Steak Strips,Golden Corral,Entrees,Sirloin Steak Strips; Beef
1922,Oriental Pepper Beef,Golden Corral,Entrees,Oriental Pepper Beef; Beef
1923,Carrot Souffle,Golden Corral,Entrees,Carrot Souffle; Sides
1924,Mini Chicken Pot Pie,Golden Corral,Entrees,Mini Chicken Pot Pie; Chicken & Turkey
1925,Pork Fillets,Golden Corral,Entrees,Pork Fillets; Pork
1926,Pork Steaks,Golden Corral,Entrees,Pork Steaks; Pork
1927,Salisbury Steak,Golden Corral,Entrees,Salisbury Steak; Beef
1928,Split Smoked Sausage,Golden Corral,Entrees,Split Smoked Sausage; Pork
1929,Sweet Corn Pudding,Golden Corral,Entrees,Sweet Corn Pudding; Sides
1930,Hominy,Golden Corral,Entrees,Hominy; Breakfast
1931,Chicken Fried Steak,Golden Corral,Entrees,Chicken Fried Steak; Chicken & Turkey
1932,Baked Fish w/ Piccata Sauce,Golden Corral,Entrees,Baked Fish w/ Piccata Sauce; Fish & Seafood
1933,Baked Fish,Golden Corral,Entrees,Baked Fish; Fish & Seafood
1934,Grilled Chopped Steak,Golden Corral,Entrees,Grilled Chopped Steak; Beef
1935,Pasta Salad,Golden Corral,Entrees,Pasta Salad; Salads
1936,Linguini,Golden Corral,Entrees,Linguini; Sides
1937,Linguini w/ Lemon Butter Sauce,Golden Corral,Entrees,Linguini w/ Lemon Butter Sauce; Sides
1938,Strawberry Cheesecake French Toast,Golden Corral,Entrees,Strawberry Cheesecake French Toast; Breakfast
1939,BBQ Beef,Golden Corral,Entrees,BBQ Beef; Beef
1940,Turkey Slices w/ Poultry Gravy,Golden Corral,Entrees,Turkey Slices w/ Poultry Gravy; Chicken & Turkey
1941,Carved Turkey Breast,Golden Corral,Entrees,Carved Turkey Breast; Chicken & Turkey
1942,Beef Pot Pie,Golden Corral,Entrees,Beef Pot Pie; Beef
1943,Chicken Piccata,Golden Corral,Entrees,Chicken Piccata; Chicken & Turkey
1944,Chicken Enchilada,Golden Corral,Entrees,Chicken Enchilada; Chicken & Turkey
1945,Fried Chicken Livers,Golden Corral,Entrees,Fried Chicken Livers; Chicken & Turkey
1946,Glazed Ham,Golden Corral,Entrees,Glazed Ham; Pork
1947,Macaroni & Cheese,Golden Corral,Entrees,Macaroni & Cheese; Sides
1948,Grilled Ham Steaks,Golden Corral,Entrees,Grilled Ham Steaks; Pork
1949,BBQ Pork Ribs,Golden Corral,Entrees,BBQ Pork Ribs; Pork
1950,Fried Breaded Fish,Golden Corral,Entrees,Fried Breaded Fish; Fish & Seafood
1951,Italian Meatballs w/ Marinara,Golden Corral,Entrees,Italian Meatballs w/ Marinara; Beef
1952,Carne Guisada,Golden Corral,Entrees,Carne Guisada; Beef
1953,Cocoa Krispies Cereal,Golden Corral,Entrees,Cocoa Krispies Cereal; Breakfast
1954,Corn Pops Cereal,Golden Corral,Entrees,Corn Pops Cereal; Breakfast
1955,Frosted Flakes Cereal,Golden Corral,Entrees,Frosted Flakes Cereal; Breakfast
1956,Fruit Loops Cereal,Golden Corral,Entrees,Fruit Loops Cereal; Breakfast
1957,Raisin Bran Cereal,Golden Corral,Entrees,Raisin Bran Cereal; Breakfast
1958,Rice Krispies Cereal,Golden Corral,Entrees,Rice Krispies Cereal; Breakfast
1959,Grilled Chicken Livers,Golden Corral,Entrees,Grilled Chicken Livers; Chicken & Turkey
1960,Italian Sausage w/ Onions & Peppers,Golden Corral,Entrees,Italian Sausage w/ Onions & Peppers; Pork
1961,Philly Cheesesteak Meatballs,Golden Corral,Entrees,Philly Cheesesteak Meatballs; Beef
1962,Swedish Meatballs,Golden Corral,Entrees,Meatballs; Swedish; Beef
1963,Breaded Ravioli,Golden Corral,Entrees,Breaded Ravioli; Sides
1964,Smoked Sausage w/ Sauerkraut,Golden Corral,Entrees,Smoked Sausage w/ Sauerkraut; Pork
1965,Sausage Patties,Golden Corral,Entrees,Sausage Patties; Pork
1966,Turkey Pot Pie,Golden Corral,Entrees,Turkey Pot Pie; Chicken & Turkey
1967,Apple Pecan Topped Waffle,Golden Corral,Entrees,Apple Pecan Topped Waffle; Breakfast
1968,Asian Beef,Golden Corral,Entrees,Asian Beef; Beef
1969,Baked BBQ Chicken Legs,Golden Corral,Entrees,Baked BBQ Chicken Legs; Chicken & Turkey
1970,Baked Fish w/ Lemon Herb Sauce,Golden Corral,Entrees,Baked Fish w/ Lemon Herb Sauce; Fish & Seafood
1971,Baked Honey Teriyaki Chicken Legs,Golden Corral,Entrees,Baked Honey Teriyaki Chicken Legs; Chicken & Turkey
1972,Baked Mandarin Orange Chicken Legs,Golden Corral,Entrees,Baked Mandarin Orange Chicken Legs; Chicken & Turkey
1973,Baked Teriyaki Chicken Legs,Golden Corral,Entrees,Baked Teriyaki Chicken Legs; Chicken & Turkey
1974,Barbacoa,Golden Corral,Entrees,Barbacoa; Beef
